"long","lat","iso3c","admin_0","admin_1","site","year","study_start_year","study_end_year","x","n","prev","gene","mut","database","pmid","url","source","continent","syear","sitesID"
32.2881011962891,2.77239990234375,"UGA","Uganda","Gulu","Gulu","2017",NA,NA,8,101,0.0792079207920792,"k13","k13_valid","WWARN","34551228","https://pubmed.ncbi.nlm.nih.gov/34551228","Balikagala B, Fukuda N, Ikeda M, Katuro OT, Tachibana SI, Yamauchi M, Opio W, Emoto S, Anywar DA, Kimura E, Palacpac NMQ, Odongo-Aginya EI, Ogwang M, Horii T, Mita T","Africa",2017,614
32.2881011962891,2.77239990234375,"UGA","Uganda","Gulu","Gulu","2018",NA,NA,9,67,0.134328358208955,"k13","k13_valid","WWARN","34551228","https://pubmed.ncbi.nlm.nih.gov/34551228","Balikagala B, Fukuda N, Ikeda M, Katuro OT, Tachibana SI, Yamauchi M, Opio W, Emoto S, Anywar DA, Kimura E, Palacpac NMQ, Odongo-Aginya EI, Ogwang M, Horii T, Mita T","Africa",2018,614
32.2881011962891,2.77239990234375,"UGA","Uganda","Gulu","Gulu","2019",NA,NA,15,96,0.15625,"k13","k13_valid","WWARN","34551228","https://pubmed.ncbi.nlm.nih.gov/34551228","Balikagala B, Fukuda N, Ikeda M, Katuro OT, Tachibana SI, Yamauchi M, Opio W, Emoto S, Anywar DA, Kimura E, Palacpac NMQ, Odongo-Aginya EI, Ogwang M, Horii T, Mita T","Africa",2019,614
32.2941398620605,2.77377700805664,"UGA","Uganda","Gulu","Lira, Gulu","2013",NA,NA,0,60,0,"k13","k13_valid","WWARN","27543172","https://pubmed.ncbi.nlm.nih.gov/27543172","Ocan M, Bwanga F, Okeng A, Katabazi F, Kigozi E, Kyobe S, Ogwal-Okeng J, Obua C","Africa",2013,615
31.3555812835693,1.42974781990051,"UGA","Uganda","Hoima","Hoima","2018",NA,NA,1,43,0.0232558139534884,"k13","k13_valid","WWARN","33146722","https://pubmed.ncbi.nlm.nih.gov/33146722","Asua V, Conrad MD, Aydemir O, Duvalsaint M, Legac J, Duarte E, Tumwebaze P, Chin DM, Cooper RA, Yeka A, Kamya MR, Dorsey G, Nsobya SL, Bailey J, Rosenthal PJ","Africa",2018,616
31.3555812835693,1.42974781990051,"UGA","Uganda","Hoima","Hoima","2019",NA,NA,2,45,0.0444444444444444,"k13","k13_valid","WWARN","33146722","https://pubmed.ncbi.nlm.nih.gov/33146722","Asua V, Conrad MD, Aydemir O, Duvalsaint M, Legac J, Duarte E, Tumwebaze P, Chin DM, Cooper RA, Yeka A, Kamya MR, Dorsey G, Nsobya SL, Bailey J, Rosenthal PJ","Africa",2019,616
33.2042007446289,0.424443989992142,"UGA","Uganda","Jinja","Jinja","2013",NA,NA,0,78,0,"k13","k13_valid","WWARN","26079933","https://pubmed.ncbi.nlm.nih.gov/26079933","Hawkes M, Conroy AL, Opoka RO, Namasopo S, Zhong K, Liles WC, John CC, Kain KC","Africa",2013,617
33.2042007446289,0.424443989992142,"UGA","Uganda","Jinja","Jinja","2013",NA,NA,0,91,0,"k13","k13_valid","WWARN","35511795","https://pubmed.ncbi.nlm.nih.gov/35511795","Ocan M, Ashaba FK, Mwesigwa S, Edgar K, Kamya MR, Nsobya SL","Africa",2013,617
33.2042007446289,0.424443989992142,"UGA","Uganda","Jinja","Jinja","2017",NA,NA,0,48,0,"k13","k13_valid","WWARN","30559133","https://pubmed.ncbi.nlm.nih.gov/30559133","Asua V, Vinden J, Conrad MD, Legac J, Kigozi SP, Kamya MR, Dorsey G, Nsobya SL, Rosenthal PJ","Africa",2017,617
33.2042007446289,0.424443989992142,"UGA","Uganda","Jinja","Jinja","2018",NA,NA,1,34,0.0294117647058824,"k13","k13_valid","WWARN","33146722","https://pubmed.ncbi.nlm.nih.gov/33146722","Asua V, Conrad MD, Aydemir O, Duvalsaint M, Legac J, Duarte E, Tumwebaze P, Chin DM, Cooper RA, Yeka A, Kamya MR, Dorsey G, Nsobya SL, Bailey J, Rosenthal PJ","Africa",2018,617
33.2042007446289,0.424443989992142,"UGA","Uganda","Jinja","Jinja","2019",NA,NA,0,50,0,"k13","k13_valid","WWARN","33146722","https://pubmed.ncbi.nlm.nih.gov/33146722","Asua V, Conrad MD, Aydemir O, Duvalsaint M, Legac J, Duarte E, Tumwebaze P, Chin DM, Cooper RA, Yeka A, Kamya MR, Dorsey G, Nsobya SL, Bailey J, Rosenthal PJ","Africa",2019,617
33.2314567565918,0.442925989627838,"UGA","Uganda","Jinja","Walukuba","2012",NA,NA,0,20,0,"k13","k13_valid","WWARN","28039354","https://pubmed.ncbi.nlm.nih.gov/28039354","Tumwebaze P, Tukwasibwe S, Taylor A, Conrad M, Ruhamyankaka E, Asua V, Walakira A, Nankabirwa J, Yeka A, Staedke SG, Greenhouse B, Nsobya SL, Kamya MR, Dorsey G, Rosenthal PJ","Africa",2012,618
33.2314567565918,0.442925989627838,"UGA","Uganda","Jinja","Walukuba","2013",NA,NA,0,20,0,"k13","k13_valid","WWARN","28039354","https://pubmed.ncbi.nlm.nih.gov/28039354","Tumwebaze P, Tukwasibwe S, Taylor A, Conrad M, Ruhamyankaka E, Asua V, Walakira A, Nankabirwa J, Yeka A, Staedke SG, Greenhouse B, Nsobya SL, Kamya MR, Dorsey G, Rosenthal PJ","Africa",2013,618
33.2314567565918,0.442925989627838,"UGA","Uganda","Jinja","Walukuba","2015",NA,NA,0,20,0,"k13","k13_valid","WWARN","28039354","https://pubmed.ncbi.nlm.nih.gov/28039354","Tumwebaze P, Tukwasibwe S, Taylor A, Conrad M, Ruhamyankaka E, Asua V, Walakira A, Nankabirwa J, Yeka A, Staedke SG, Greenhouse B, Nsobya SL, Kamya MR, Dorsey G, Rosenthal PJ","Africa",2015,618
34.1321182250977,3.51472210884094,"UGA","Uganda","Kaabong","Kaabong","2018",NA,NA,4,30,0.157777777777778,"k13","k13_valid","WWARN","33146722","https://pubmed.ncbi.nlm.nih.gov/33146722","Asua V, Conrad MD, Aydemir O, Duvalsaint M, Legac J, Duarte E, Tumwebaze P, Chin DM, Cooper RA, Yeka A, Kamya MR, Dorsey G, Nsobya SL, Bailey J, Rosenthal PJ","Africa",2018,619
29.9855995178223,-1.24196004867554,"UGA","Uganda","Kabale","Kabale","2019",NA,NA,1,15,0.0666666666666667,"k13","k13_valid","WWARN","33146722","https://pubmed.ncbi.nlm.nih.gov/33146722","Asua V, Conrad MD, Aydemir O, Duvalsaint M, Legac J, Duarte E, Tumwebaze P, Chin DM, Cooper RA, Yeka A, Kamya MR, Dorsey G, Nsobya SL, Bailey J, Rosenthal PJ","Africa",2019,620
29.7425994873047,-0.819525003433228,"UGA","Uganda","Kanungu","Kanungu","2017",NA,NA,0,48,0,"k13","k13_valid","WWARN","30559133","https://pubmed.ncbi.nlm.nih.gov/30559133","Asua V, Vinden J, Conrad MD, Legac J, Kigozi SP, Kamya MR, Dorsey G, Nsobya SL, Rosenthal PJ","Africa",2017,621
29.7425994873047,-0.819525003433228,"UGA","Uganda","Kanungu","Kanungu","2018",NA,NA,0,37,0.0236486486486486,"k13","k13_valid","WWARN","33146722","https://pubmed.ncbi.nlm.nih.gov/33146722","Asua V, Conrad MD, Aydemir O, Duvalsaint M, Legac J, Duarte E, Tumwebaze P, Chin DM, Cooper RA, Yeka A, Kamya MR, Dorsey G, Nsobya SL, Bailey J, Rosenthal PJ","Africa",2018,621
29.7425994873047,-0.819525003433228,"UGA","Uganda","Kanungu","Kanungu","2019",NA,NA,0,37,0,"k13","k13_valid","WWARN","33146722","https://pubmed.ncbi.nlm.nih.gov/33146722","Asua V, Conrad MD, Aydemir O, Duvalsaint M, Legac J, Duarte E, Tumwebaze P, Chin DM, Cooper RA, Yeka A, Kamya MR, Dorsey G, Nsobya SL, Bailey J, Rosenthal PJ","Africa",2019,621
29.7000007629395,-0.75,"UGA","Uganda","Kanungu","Kihihi","2012",NA,NA,0,20,0,"k13","k13_valid","WWARN","28039354","https://pubmed.ncbi.nlm.nih.gov/28039354","Tumwebaze P, Tukwasibwe S, Taylor A, Conrad M, Ruhamyankaka E, Asua V, Walakira A, Nankabirwa J, Yeka A, Staedke SG, Greenhouse B, Nsobya SL, Kamya MR, Dorsey G, Rosenthal PJ","Africa",2012,622
29.7000007629395,-0.75,"UGA","Uganda","Kanungu","Kihihi","2013",NA,NA,0,20,0,"k13","k13_valid","WWARN","28039354","https://pubmed.ncbi.nlm.nih.gov/28039354","Tumwebaze P, Tukwasibwe S, Taylor A, Conrad M, Ruhamyankaka E, Asua V, Walakira A, Nankabirwa J, Yeka A, Staedke SG, Greenhouse B, Nsobya SL, Kamya MR, Dorsey G, Rosenthal PJ","Africa",2013,622
29.7000007629395,-0.75,"UGA","Uganda","Kanungu","Kihihi","2015",NA,NA,0,20,0,"k13","k13_valid","WWARN","28039354","https://pubmed.ncbi.nlm.nih.gov/28039354","Tumwebaze P, Tukwasibwe S, Taylor A, Conrad M, Ruhamyankaka E, Asua V, Walakira A, Nankabirwa J, Yeka A, Staedke SG, Greenhouse B, Nsobya SL, Kamya MR, Dorsey G, Rosenthal PJ","Africa",2015,622
34.4492301940918,1.39583361148834,"UGA","Uganda","Kapchorwa","Kapchorwa","2019",NA,NA,0,22,0,"k13","k13_valid","WWARN","33146722","https://pubmed.ncbi.nlm.nih.gov/33146722","Asua V, Conrad MD, Aydemir O, Duvalsaint M, Legac J, Duarte E, Tumwebaze P, Chin DM, Cooper RA, Yeka A, Kamya MR, Dorsey G, Nsobya SL, Bailey J, Rosenthal PJ","Africa",2019,623
30.0866527557373,0.172390550374985,"UGA","Uganda","Kasese","Kasese","2018",NA,NA,0,23,0,"k13","k13_valid","WWARN","33146722","https://pubmed.ncbi.nlm.nih.gov/33146722","Asua V, Conrad MD, Aydemir O, Duvalsaint M, Legac J, Duarte E, Tumwebaze P, Chin DM, Cooper RA, Yeka A, Kamya MR, Dorsey G, Nsobya SL, Bailey J, Rosenthal PJ","Africa",2018,624
30.0866527557373,0.172390550374985,"UGA","Uganda","Kasese","Kasese","2019",NA,NA,1,33,0.0303030303030303,"k13","k13_valid","WWARN","33146722","https://pubmed.ncbi.nlm.nih.gov/33146722","Asua V, Conrad MD, Aydemir O, Duvalsaint M, Legac J, Duarte E, Tumwebaze P, Chin DM, Cooper RA, Yeka A, Kamya MR, Dorsey G, Nsobya SL, Bailey J, Rosenthal PJ","Africa",2019,624
33.9601745605469,1.91600894927979,"UGA","Uganda","Katakwi","Katakwi","2018",NA,NA,5,38,0.131578947368421,"k13","k13_valid","WWARN","33146722","https://pubmed.ncbi.nlm.nih.gov/33146722","Asua V, Conrad MD, Aydemir O, Duvalsaint M, Legac J, Duarte E, Tumwebaze P, Chin DM, Cooper RA, Yeka A, Kamya MR, Dorsey G, Nsobya SL, Bailey J, Rosenthal PJ","Africa",2018,625
33.9601745605469,1.91600894927979,"UGA","Uganda","Katakwi","Katakwi","2019",NA,NA,4,32,0.125,"k13","k13_valid","WWARN","33146722","https://pubmed.ncbi.nlm.nih.gov/33146722","Asua V, Conrad MD, Aydemir O, Duvalsaint M, Legac J, Duarte E, Tumwebaze P, Chin DM, Cooper RA, Yeka A, Kamya MR, Dorsey G, Nsobya SL, Bailey J, Rosenthal PJ","Africa",2019,625
30.9613990783691,3.4139723777771,"UGA","Uganda","Koboko","Koboko","2018",NA,NA,0,28,0,"k13","k13_valid","WWARN","33146722","https://pubmed.ncbi.nlm.nih.gov/33146722","Asua V, Conrad MD, Aydemir O, Duvalsaint M, Legac J, Duarte E, Tumwebaze P, Chin DM, Cooper RA, Yeka A, Kamya MR, Dorsey G, Nsobya SL, Bailey J, Rosenthal PJ","Africa",2018,626
30.9613990783691,3.4139723777771,"UGA","Uganda","Koboko","Koboko","2019",NA,NA,0,20,0,"k13","k13_valid","WWARN","33146722","https://pubmed.ncbi.nlm.nih.gov/33146722","Asua V, Conrad MD, Aydemir O, Duvalsaint M, Legac J, Duarte E, Tumwebaze P, Chin DM, Cooper RA, Yeka A, Kamya MR, Dorsey G, Nsobya SL, Bailey J, Rosenthal PJ","Africa",2019,626
32.8011093139648,2.42861104011536,"UGA","Uganda","Kole","Kole","2017",NA,NA,2,47,0.0425531914893617,"k13","k13_valid","WWARN","30559133","https://pubmed.ncbi.nlm.nih.gov/30559133","Asua V, Vinden J, Conrad MD, Legac J, Kigozi SP, Kamya MR, Dorsey G, Nsobya SL, Rosenthal PJ","Africa",2017,627
32.8011093139648,2.42861104011536,"UGA","Uganda","Kole","Kole","2018",NA,NA,1,30,0.0333333333333333,"k13","k13_valid","WWARN","33146722","https://pubmed.ncbi.nlm.nih.gov/33146722","Asua V, Conrad MD, Aydemir O, Duvalsaint M, Legac J, Duarte E, Tumwebaze P, Chin DM, Cooper RA, Yeka A, Kamya MR, Dorsey G, Nsobya SL, Bailey J, Rosenthal PJ","Africa",2018,627
32.8011093139648,2.42861104011536,"UGA","Uganda","Kole","Kole","2019",NA,NA,6,35,0.189189189189189,"k13","k13_valid","WWARN","33146722","https://pubmed.ncbi.nlm.nih.gov/33146722","Asua V, Conrad MD, Aydemir O, Duvalsaint M, Legac J, Duarte E, Tumwebaze P, Chin DM, Cooper RA, Yeka A, Kamya MR, Dorsey G, Nsobya SL, Bailey J, Rosenthal PJ","Africa",2019,627
32.7999992370605,3.53333306312561,"UGA","Uganda","Lamwo","Lamwo","2017",NA,NA,6,43,0.13953488372093,"k13","k13_valid","WWARN","30559133","https://pubmed.ncbi.nlm.nih.gov/30559133","Asua V, Vinden J, Conrad MD, Legac J, Kigozi SP, Kamya MR, Dorsey G, Nsobya SL, Rosenthal PJ","Africa",2017,628
32.7999992370605,3.53333306312561,"UGA","Uganda","Lamwo","Lamwo","2018",NA,NA,7,30,0.240740740740741,"k13","k13_valid","WWARN","33146722","https://pubmed.ncbi.nlm.nih.gov/33146722","Asua V, Conrad MD, Aydemir O, Duvalsaint M, Legac J, Duarte E, Tumwebaze P, Chin DM, Cooper RA, Yeka A, Kamya MR, Dorsey G, Nsobya SL, Bailey J, Rosenthal PJ","Africa",2018,628
32.7999992370605,3.53333306312561,"UGA","Uganda","Lamwo","Lamwo","2019",NA,NA,8,27,0.323586744639376,"k13","k13_valid","WWARN","33146722","https://pubmed.ncbi.nlm.nih.gov/33146722","Asua V, Conrad MD, Aydemir O, Duvalsaint M, Legac J, Duarte E, Tumwebaze P, Chin DM, Cooper RA, Yeka A, Kamya MR, Dorsey G, Nsobya SL, Bailey J, Rosenthal PJ","Africa",2019,628
30.6193008422852,-0.611434996128082,"UGA","Uganda","Mbarara","Mbarara","2014",NA,NA,0,283,0,"k13","k13_valid","WWARN","27332904","https://pubmed.ncbi.nlm.nih.gov/27332904","Ménard D, Khim N, Beghain J, Adegnika AA, Shafiul-Alam M, Amodu O, Rahim-Awab G, Barnadas C, Berry A, Boum Y, Bustos MD, Cao J, Chen JH, Collet L, Cui L, Thakur GD, Dieye A, Djallé D, Dorkenoo MA, Eboumbou-Moukoko CE, Espino FE, Fandeur T, Ferreira-da-Cruz MF, Fola AA, Fuehrer HP, Hassan AM, Herrera S, Hongvanthong B, Houzé S, Ibrahim ML, Jahirul-Karim M, Jiang L, Kano S, Ali-Khan W, Khanthavong M, Kremsner PG, Lacerda M, Leang R, Leelawong M, Li M, Lin K, Mazarati JB, Ménard S, Morlais I, Muhindo-Mavoko H, Musset L, Na-Bangchang K, Nambozi M, Niaré K, Noedl H, Ouédraogo JB, Pillai DR, Pradines B, Quang-Phuc B, Ramharter M, Randrianarivelojosia M, Sattabongkot J, Sheikh-Omar A, Silué KD, Sirima SB, Sutherland C, Syafruddin D, Tahar R, Tang LH, Touré OA, Tshibangu-wa-Tshibangu P, Vigan-Womas I, Warsame M, Wini L, Zakeri S, Kim S, Eam R, Berne L, Khean C, Chy S, Ken M, Loch K, Canier L, Duru V, Legrand E, Barale JC, Stokes B, Straimer J, Witkowski B, Fidock DA, Rogier C, Ringwald P, Ariey F, Mercereau-Puijalon O,","Africa",2014,629
31.3950004577637,0.557500004768372,"UGA","Uganda","Mubende","Mubende","2017",NA,NA,1,45,0.0222222222222222,"k13","k13_valid","WWARN","30559133","https://pubmed.ncbi.nlm.nih.gov/30559133","Asua V, Vinden J, Conrad MD, Legac J, Kigozi SP, Kamya MR, Dorsey G, Nsobya SL, Rosenthal PJ","Africa",2017,630
31.3950004577637,0.557500004768372,"UGA","Uganda","Mubende","Mubende","2018",NA,NA,4,34,0.117647058823529,"k13","k13_valid","WWARN","33146722","https://pubmed.ncbi.nlm.nih.gov/33146722","Asua V, Conrad MD, Aydemir O, Duvalsaint M, Legac J, Duarte E, Tumwebaze P, Chin DM, Cooper RA, Yeka A, Kamya MR, Dorsey G, Nsobya SL, Bailey J, Rosenthal PJ","Africa",2018,630
31.3950004577637,0.557500004768372,"UGA","Uganda","Mubende","Mubende","2019",NA,NA,0,27,0,"k13","k13_valid","WWARN","33146722","https://pubmed.ncbi.nlm.nih.gov/33146722","Asua V, Conrad MD, Aydemir O, Duvalsaint M, Legac J, Duarte E, Tumwebaze P, Chin DM, Cooper RA, Yeka A, Kamya MR, Dorsey G, Nsobya SL, Bailey J, Rosenthal PJ","Africa",2019,630
34.0146598815918,0.775780022144318,"UGA","Uganda","Tororo","Nagongera","2012",NA,NA,0,20,0,"k13","k13_valid","WWARN","28039354","https://pubmed.ncbi.nlm.nih.gov/28039354","Tumwebaze P, Tukwasibwe S, Taylor A, Conrad M, Ruhamyankaka E, Asua V, Walakira A, Nankabirwa J, Yeka A, Staedke SG, Greenhouse B, Nsobya SL, Kamya MR, Dorsey G, Rosenthal PJ","Africa",2012,631
34.0146598815918,0.775780022144318,"UGA","Uganda","Tororo","Nagongera","2013",NA,NA,0,20,0,"k13","k13_valid","WWARN","28039354","https://pubmed.ncbi.nlm.nih.gov/28039354","Tumwebaze P, Tukwasibwe S, Taylor A, Conrad M, Ruhamyankaka E, Asua V, Walakira A, Nankabirwa J, Yeka A, Staedke SG, Greenhouse B, Nsobya SL, Kamya MR, Dorsey G, Rosenthal PJ","Africa",2013,631
34.0146598815918,0.775780022144318,"UGA","Uganda","Tororo","Nagongera","2015",NA,NA,0,20,0,"k13","k13_valid","WWARN","28039354","https://pubmed.ncbi.nlm.nih.gov/28039354","Tumwebaze P, Tukwasibwe S, Taylor A, Conrad M, Ruhamyankaka E, Asua V, Walakira A, Nankabirwa J, Yeka A, Staedke SG, Greenhouse B, Nsobya SL, Kamya MR, Dorsey G, Rosenthal PJ","Africa",2015,631
34.1810989379883,0.692777991294861,"UGA","Uganda","Tororo","Tororo","2010",NA,NA,0,100,0,"k13","k13_valid","WWARN","25180240","https://pubmed.ncbi.nlm.nih.gov/25180240","Taylor SM, Parobek CM, DeConti DK, Kayentao K, Coulibaly SO, Greenwood BM, Tagbor H, Williams J, Bojang K, Njie F, Desai M, Kariuki S, Gutman J, Mathanga DP, Mårtensson A, Ngasala B, Conrad MD, Rosenthal PJ, Tshefu AK, Moormann AM, Vulule JM, Doumbo OK, Ter Kuile FO, Meshnick SR, Bailey JA, Juliano JJ","Africa",2010,632
34.1810989379883,0.692777991294861,"UGA","Uganda","Tororo","Tororo","2016",NA,NA,0,56,0,"k13","k13_valid","WWARN","28923866","https://pubmed.ncbi.nlm.nih.gov/28923866","Rasmussen SA, Ceja FG, Conrad MD, Tumwebaze PK, Byaruhanga O, Katairo T, Nsobya SL, Rosenthal PJ, Cooper RA","Africa",2016,632
34.1810989379883,0.692777991294861,"UGA","Uganda","Tororo","Tororo","2017",NA,NA,0,48,0,"k13","k13_valid","WWARN","30559133","https://pubmed.ncbi.nlm.nih.gov/30559133","Asua V, Vinden J, Conrad MD, Legac J, Kigozi SP, Kamya MR, Dorsey G, Nsobya SL, Rosenthal PJ","Africa",2017,632
34.1810989379883,0.692777991294861,"UGA","Uganda","Tororo","Tororo","2018",NA,NA,0,35,0,"k13","k13_valid","WWARN","33146722","https://pubmed.ncbi.nlm.nih.gov/33146722","Asua V, Conrad MD, Aydemir O, Duvalsaint M, Legac J, Duarte E, Tumwebaze P, Chin DM, Cooper RA, Yeka A, Kamya MR, Dorsey G, Nsobya SL, Bailey J, Rosenthal PJ","Africa",2018,632
34.1810989379883,0.692777991294861,"UGA","Uganda","Tororo","Tororo","2019",NA,NA,0,38,0,"k13","k13_valid","WWARN","33146722","https://pubmed.ncbi.nlm.nih.gov/33146722","Asua V, Conrad MD, Aydemir O, Duvalsaint M, Legac J, Duarte E, Tumwebaze P, Chin DM, Cooper RA, Yeka A, Kamya MR, Dorsey G, Nsobya SL, Bailey J, Rosenthal PJ","Africa",2019,632
34.1810989379883,0.692777991294861,"UGA","Uganda","Tororo","Tororo, Mbale","2021",NA,NA,2,39,0.0512820512820513,"k13","k13_valid","WWARN","36289202","https://pubmed.ncbi.nlm.nih.gov/36289202","Tumwebaze PK, Conrad MD, Okitwi M, Orena S, Byaruhanga O, Katairo T, Legac J, Garg S, Giesbrecht D, Smith SR, Ceja FG, Nsobya SL, Bailey JA, Cooper RA, Rosenthal PJ","Africa",2021,632
34.1812591552734,0.694260001182556,"UGA","Uganda","Tororo","Tororo","2012",NA,NA,0,100,0,"k13","k13_valid","WWARN","25180240","https://pubmed.ncbi.nlm.nih.gov/25180240","Absence of putative artemisinin resistance mutations among Plasmodium falciparum in Sub-Saharan Africa: a molecular epidemiologic study.","Africa",2012,633
32.5811004638672,0.313611000776291,"UGA","Uganda","Wakiso","Kampala","2005",NA,NA,0,51,0,"k13","k13_valid","WWARN","35511795","https://pubmed.ncbi.nlm.nih.gov/35511795","Ocan M, Ashaba FK, Mwesigwa S, Edgar K, Kamya MR, Nsobya SL","Africa",2005,634
32.5811004638672,0.313611000776291,"UGA","Uganda","Wakiso","Kampala","2010",NA,NA,0,1,0,"k13","k13_valid","WWARN","29813085","https://pubmed.ncbi.nlm.nih.gov/29813085","Prosser C, Meyer W, Ellis J, Lee R","Africa",2010,634
32.5811004638672,0.313611000776291,"UGA","Uganda","Wakiso","Kampala","2013",NA,NA,0,1,0,"k13","k13_valid","WWARN","28797235","https://pubmed.ncbi.nlm.nih.gov/28797235","Yang C, Zhang H, Zhou R, Qian D, Liu Y, Zhao Y, Li S, Xu B","Africa",2013,634
32.5811004638672,0.313611000776291,"UGA","Uganda","Wakiso","Kampala","2014",NA,NA,0,1,0,"k13","k13_valid","WWARN","28797235","https://pubmed.ncbi.nlm.nih.gov/28797235","Yang C, Zhang H, Zhou R, Qian D, Liu Y, Zhao Y, Li S, Xu B","Africa",2014,634
32.5811004638672,0.313611000776291,"UGA","Uganda","Wakiso","Kampala","2014",NA,NA,0,4,0,"k13","k13_valid","WWARN","29436339","https://pubmed.ncbi.nlm.nih.gov/29436339","Zhang T, Xu X, Jiang J, Yu C, Tian C, Li W","Africa",2014,634
32.5811004638672,0.313611000776291,"UGA","Uganda","Wakiso","Kampala","2014",NA,NA,0,1,0,"k13","k13_valid","WWARN","29813085","https://pubmed.ncbi.nlm.nih.gov/29813085","Prosser C, Meyer W, Ellis J, Lee R","Africa",2014,634
32.5811004638672,0.313611000776291,"UGA","Uganda","Wakiso","Kampala","2015",NA,NA,0,2,0,"k13","k13_valid","WWARN","28797235","https://pubmed.ncbi.nlm.nih.gov/28797235","Yang C, Zhang H, Zhou R, Qian D, Liu Y, Zhao Y, Li S, Xu B","Africa",2015,634
32.586971282959,0.325379997491837,"UGA","Uganda","Wakiso","Kampala","2014",NA,NA,0,53,0,"k13","k13_valid","WWARN","26033725","https://pubmed.ncbi.nlm.nih.gov/26033725",NA,"Africa",2014,635
